ticker,expiration,option_type,snapshot_time_utc,source,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,mid_price,bid_ask_spread,spread_pct,expiration_datetime_utc,snapshot_datetime_utc,days_to_expiry,time_to_maturity,underlying_price,moneyness,log_moneyness,flag_missing_bid_ask,flag_negative_bid_ask,flag_crossed_market,flag_zero_bid,flag_zero_ask,flag_invalid_mid,flag_wide_spread,flag_missing_strike,flag_nonpositive_strike,flag_missing_expiration,flag_expired_contract,flag_low_liquidity,is_excluded,exclusion_reason,IV_ask,IV_bid,IV_mid,IV_range,IV_relative_range,moneyness_bucket,expiry_bucket,liquidity_bucket,delta_ask,delta_bid,Delta_mid,gamma_ask,gamma_bid,Gamma_mid,rho_ask,rho_bid,Rho_mid,theta_ask,theta_bid,Theta_mid,vega_ask,vega_bid,Vega_mid,Delta_range,Gamma_range,Vega_range,Theta_range,Rho_range
SPY,2026-06-21,call,2026-06-14T16:00:00+00:00,sample,SPY20260621C00640000,2026-06-14T16:00:00+00:00,640.0,7.7,7.36,8.04,0.0,0.0,340,2180,0.2252,False,REGULAR,USD,7.699999999999999,0.6799999999999988,0.08831168831168816,2026-06-21 23:59:59+00:00,2026-06-14 16:00:00+00:00,7.33332175925926,0.020077540750880928,600.0,0.9375,0.06453852113757116,False,False,False,False,False,False,False,False,False,False,False,False,False,retained,0.6420842240149846,0.6169897608873156,0.6296005924570505,0.025094463127668942,0.039857750180533405,above_spot,8_to_30_days,moderate_spread,0.2562174867798835,0.2465705357646225,0.25148449266377354,0.0058970590822473535,0.006013662103504799,0.005955411548342278,2.925106789195294,2.822547283855221,2.874917022831498,-443.44240122456426,-417.68991827535956,-430.65483595096634,27.367838302415045,26.81822288964191,27.101287513601577,0.009646951015260974,0.0001166030212574453,0.5496154127731359,25.752482949204705,0.10255950534007319
SPY,2026-06-21,put,2026-06-14T16:00:00+00:00,sample,SPY20260621P00640000,2026-06-14T16:00:00+00:00,640.0,47.7,45.6,49.8,0.0,0.0,340,2180,0.2252,True,REGULAR,USD,47.7,4.199999999999996,0.08805031446540872,2026-06-21 23:59:59+00:00,2026-06-14 16:00:00+00:00,7.33332175925926,0.020077540750880928,600.0,0.9375,0.06453852113757116,False,False,False,False,False,False,False,False,False,False,False,False,False,retained,0.7229198222012799,0.5694865635090564,0.6484188181302788,0.15343325869222357,0.2366267825703296,above_spot,8_to_30_days,moderate_spread,-0.7159970131994793,-0.7732216473596694,-0.7414293653956741,0.005514635810321849,0.006222114439181841,0.005867254816919086,-9.625137053488205,-10.230169335765343,-9.889345672844842,-499.58780616105184,-342.84512799175724,-424.3342003803929,28.815090412837783,25.611469239906427,27.498156369830685,0.05722463416019008,0.000707478628859992,3.2036211729313564,156.7426781692946,0.6050322822771381
SPY,2026-06-21,call,2026-06-14T16:00:00+00:00,sample,SPY20260621C00660000,2026-06-14T16:00:00+00:00,660.0,6.6,,6.98,0.0,0.0,260,2020,0.2467,False,REGULAR,USD,,,,2026-06-21 23:59:59+00:00,2026-06-14 16:00:00+00:00,7.33332175925926,0.020077540750880928,600.0,0.9090909090909091,0.09531017980432493,True,False,False,False,False,True,True,False,False,False,False,False,True,missing bid/ask,,,,,,above_spot,8_to_30_days,very_wide_spread,,,,,,,,,,,,,,,,,,,,
SPY,2026-06-21,put,2026-06-14T16:00:00+00:00,sample,SPY20260621P00660000,2026-06-14T16:00:00+00:00,660.0,66.6,62.74,70.46,0.0,0.0,260,2020,0.2467,True,REGULAR,USD,66.6,7.719999999999992,0.1159159159159158,2026-06-21 23:59:59+00:00,2026-06-14 16:00:00+00:00,7.33332175925926,0.020077540750880928,600.0,0.9090909090909091,0.09531017980432493,False,False,False,False,False,False,False,False,False,False,False,False,False,retained,0.9117267913652233,0.5833051898313483,0.762028452099899,0.328421601533875,0.43098338471333114,above_spot,8_to_30_days,wide_spread,-0.747600171673352,-0.8647939084169458,-0.7942548163787453,0.004120452412997753,0.00438277073480966,0.0043950984769699965,-10.420647269937879,-11.67742586938102,-10.90517427857909,-595.7587301614639,-245.15415156088002,-437.6659495161262,27.153301165521793,18.4781126481821,24.207660179641223,0.11719373674359379,0.0002623183218119071,8.675188517339691,350.60457860058386,1.256778599443141
SPY,2026-07-19,call,2026-06-14T16:00:00+00:00,sample,SPY20260719C00540000,2026-06-14T16:00:00+00:00,540.0,72.0,67.51,76.49,0.0,0.0,340,2220,0.2638,True,REGULAR,USD,72.0,8.97999999999999,0.12472222222222208,2026-07-19 23:59:59+00:00,2026-06-14 16:00:00+00:00,35.333321759259256,0.09673736279057976,600.0,1.1111111111111112,-0.10536051565782628,False,False,False,False,False,False,False,False,False,False,False,False,False,retained,0.5332457173879911,0.35721485226481964,0.45070170141250454,0.17603086512317145,0.39057066918427114,far_below_spot,31_to_90_days,wide_spread,0.7708109791147636,0.8505258959504787,0.802143388972604,0.003045337306797569,0.0034894448355561403,0.003307052922501532,37.34029189351606,42.83583992399014,39.59325147474715,-171.30990834414425,-97.85932975327198,-137.2897447737459,56.55350464407642,43.409280653749676,51.90713836648292,0.07971491683571508,0.0004441075287585712,13.144223990326743,73.45057859087227,5.495548030474083
SPY,2026-07-19,put,2026-06-14T16:00:00+00:00,sample,SPY20260719P00540000,2026-06-14T16:00:00+00:00,540.0,12.0,11.25,12.75,0.0,0.0,340,2220,0.2638,False,REGULAR,USD,12.0,1.5,0.125,2026-07-19 23:59:59+00:00,2026-06-14 16:00:00+00:00,35.333321759259256,0.09673736279057976,600.0,1.1111111111111112,-0.10536051565782628,False,False,False,False,False,False,False,False,False,False,False,False,False,retained,0.5036208178757411,0.4760205573564228,0.4899195381743814,0.027600260519318298,0.05633631314678104,far_below_spot,31_to_90_days,wide_spread,-0.21897659354422538,-0.20845483127346354,-0.21388151152727763,0.0031420542160635785,0.0032302324704357836,0.0031862170707704592,-13.94333229600759,-13.187517691368676,-13.575048368097315,-137.68224136543452,-126.29923087223708,-132.04355334138802,55.10792934716347,53.54960002355691,54.36217999424689,0.010521762270761847,8.817825437220511e-05,1.5583293236065572,11.383010493197446,0.755814604638914
SPY,2026-07-19,call,2026-06-14T16:00:00+00:00,sample,SPY20260719C00560000,2026-06-14T16:00:00+00:00,560.0,54.0,51.51,56.49,0.0,0.0,420,2380,0.2383,True,REGULAR,USD,54.0,4.980000000000004,0.0922222222222223,2026-07-19 23:59:59+00:00,2026-06-14 16:00:00+00:00,35.333321759259256,0.09673736279057976,600.0,1.0714285714285714,-0.06899287148695143,False,False,False,False,False,False,False,False,False,False,False,False,False,retained,0.4313276625379082,0.34790231755987744,0.3904206491073836,0.08342534497803078,0.21368066768180843,below_spot,31_to_90_days,moderate_spread,0.7291356420440213,0.7665296493319413,0.7456124242364353,0.004114344520704275,0.004716161455921196,0.004401752263830146,36.85610185131789,39.50829246287834,38.05333017297871,-153.0201641378937,-119.08488795550142,-136.50597554271798,61.80231047554182,57.1403282405616,59.84875492087705,0.037394007287920084,0.0006018169352169211,4.661982234980222,33.93527618239227,2.6521906115604494
SPY,2026-07-19,put,2026-06-14T16:00:00+00:00,sample,SPY20260719P00560000,2026-06-14T16:00:00+00:00,560.0,14.0,13.36,14.64,0.0,0.0,420,2380,0.2383,False,REGULAR,USD,14.0,1.2800000000000011,0.09142857142857151,2026-07-19 23:59:59+00:00,2026-06-14 16:00:00+00:00,35.333321759259256,0.09673736279057976,600.0,1.0714285714285714,-0.06899287148695143,False,False,False,False,False,False,False,False,False,False,False,False,False,retained,0.43637932281035374,0.41559032583113564,0.42602264532293577,0.0207889969792181,0.0487978683937318,below_spot,31_to_90_days,moderate_spread,-0.27268945337217965,-0.2648970792947918,-0.26890134649394626,0.004080329510924049,0.004222498424672346,0.004150438263469282,-17.24379011879116,-16.667678068082672,-16.962007365955994,-132.7306729058555,-124.38029927705048,-128.57767023497536,62.009202342353284,61.11272793702183,61.57768921876797,0.007792374077387865,0.00014216891374829645,0.8964744053314533,8.350373628805016,0.5761120507084883
SPY,2026-07-19,call,2026-06-14T16:00:00+00:00,sample,SPY20260719C00580000,2026-06-14T16:00:00+00:00,580.0,36.0,34.91,37.09,0.0,0.0,500,2540,0.2137,True,REGULAR,USD,36.0,2.180000000000007,0.060555555555555744,2026-07-19 23:59:59+00:00,2026-06-14 16:00:00+00:00,35.333321759259256,0.09673736279057976,600.0,1.0344827586206897,-0.03390155167568134,False,False,False,False,False,False,False,False,False,False,False,False,False,retained,0.3337458261015396,0.3015987565500532,0.3177308621907998,0.032147069551486385,0.10117704440112532,slightly_below_spot,31_to_90_days,moderate_spread,0.6612114642550126,0.6734850061769753,0.6669918152121038,0.005875007874703115,0.00640687703119528,0.006129828804977244,34.7903232522288,35.713596670650446,35.23127247220207,-132.17662038602813,-119.66784370202411,-125.956123424603,68.28432811717029,67.2934322397245,67.82729404524804,0.012273541921962616,0.0005318691564921646,0.9908958774457943,12.508776684004019,0.923273418421644
SPY,2026-07-19,put,2026-06-14T16:00:00+00:00,sample,SPY20260719P00580000,2026-06-14T16:00:00+00:00,580.0,16.0,15.52,16.48,0.0,0.0,500,2540,0.2137,False,REGULAR,USD,16.0,0.9600000000000009,0.06000000000000005,2026-07-19 23:59:59+00:00,2026-06-14 16:00:00+00:00,35.333321759259256,0.09673736279057976,600.0,1.0344827586206897,-0.03390155167568134,False,False,False,False,False,False,False,False,False,False,False,False,False,retained,0.35751362048700275,0.34353920255558745,0.350534569905417,0.013974417931415295,0.03986601930641518,slightly_below_spot,31_to_90_days,moderate_spread,-0.3463190361701033,-0.34203273121553246,-0.3442265778049508,0.005530203023737808,0.005728342773141118,0.005627573270405531,-21.69542590168868,-21.353770527231116,-21.527540647162876,-118.26184935236846,-112.86019528484462,-115.56589194359987,68.85419606887376,68.53336323425935,68.69873772678307,0.00428630495457083,0.0001981397494033102,0.32083283461440715,5.401654067523836,0.341655374457563
SPY,2026-07-19,call,2026-06-14T16:00:00+00:00,sample,SPY20260719C00600000,2026-06-14T16:00:00+00:00,600.0,18.0,17.73,62.055,0.0,0.0,580,2700,0.19,False,REGULAR,USD,39.8925,44.325,1.1111111111111112,2026-07-19 23:59:59+00:00,2026-06-14 16:00:00+00:00,35.333321759259256,0.09673736279057976,600.0,1.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,True,wide spread,,,,,,near_atm,31_to_90_days,very_wide_spread,,,,,,,,,,,,,,,,,,,,
SPY,2026-07-19,put,2026-06-14T16:00:00+00:00,sample,SPY20260719P00600000,2026-06-14T16:00:00+00:00,600.0,18.0,17.73,18.27,0.0,0.0,580,2700,0.19,False,REGULAR,USD,18.0,0.5399999999999991,0.029999999999999954,2026-07-19 23:59:59+00:00,2026-06-14 16:00:00+00:00,35.333321759259256,0.09673736279057976,600.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,retained,0.26124637354146313,0.25396470837623075,0.2576055642419066,0.007281665165232376,0.028266723145756543,near_atm,31_to_90_days,tight_spread,-0.46483932251844484,-0.46474672372434345,-0.4647968575517176,0.008151176533143853,0.008384714064916882,0.008266301320525698,-28.74778972718305,-28.690176889006644,-28.719205900364823,-88.2497723980118,-85.48050075609233,-86.86512395023765,74.15958894604474,74.15806195223412,74.15888918041884,9.259879410139504e-05,0.00023353753177302906,0.0015269938106143854,2.769271641919474,0.057612838176407166
SPY,2026-07-19,call,2026-06-14T16:00:00+00:00,sample,SPY20260719C00620000,2026-06-14T16:00:00+00:00,620.0,16.0,15.52,16.48,0.0,0.0,500,2540,0.213,False,REGULAR,USD,16.0,0.9600000000000009,0.06000000000000005,2026-07-19 23:59:59+00:00,2026-06-14 16:00:00+00:00,35.333321759259256,0.09673736279057976,600.0,0.967741935483871,0.03278982282299097,False,False,False,False,False,False,False,False,False,False,False,False,False,retained,0.32148645697472056,0.3081941023076382,0.31484624010446494,0.01329235466708234,0.0422185593281088,slightly_above_spot,31_to_90_days,moderate_spread,0.4054618067385891,0.3998342100108255,0.40269896534362304,0.006462059802581133,0.006716647698961424,0.006586929745743595,21.939751837308055,21.705980383359858,21.82582372405356,-129.28970185698228,-123.81007484226092,-126.55580975878391,72.3486446649722,72.08976958761819,72.22345948394697,0.00562759672776364,0.00025458789638029174,0.2588750773540056,5.479627014721359,0.2337714539481972
SPY,2026-07-19,put,2026-06-14T16:00:00+00:00,sample,SPY20260719P00620000,2026-06-14T16:00:00+00:00,620.0,36.0,34.93,37.07,0.0,0.0,500,2540,0.213,True,REGULAR,USD,36.0,2.1400000000000006,0.05944444444444446,2026-07-19 23:59:59+00:00,2026-06-14 16:00:00+00:00,35.333321759259256,0.09673736279057976,600.0,0.967741935483871,0.03278982282299097,False,False,False,False,False,False,False,False,False,False,False,False,False,retained,0.36254916888212974,0.3331419007855897,0.3478668714297768,0.02940726809654004,0.08453598348032526,slightly_above_spot,31_to_90_days,moderate_spread,-0.5792950507086405,-0.5899059214882756,-0.5844139209174756,0.005779643328332112,0.006253356165790332,0.006007288655836831,-37.209739324498216,-37.618602030234186,-37.40334199885815,-121.3578327077256,-109.36857091450288,-115.3850967647324,72.97341932347038,72.55029268402144,72.77602258751264,0.010610870779635073,0.0004737128374582202,0.42312663944893814,11.989261793222724,0.40886270573597017
SPY,2026-07-19,call,2026-06-14T16:00:00+00:00,sample,SPY20260719C00640000,2026-06-14T16:00:00+00:00,640.0,14.0,13.38,14.62,0.0,0.0,420,2380,0.2352,False,REGULAR,USD,14.0,1.2399999999999984,0.08857142857142845,2026-07-19 23:59:59+00:00,2026-06-14 16:00:00+00:00,35.333321759259256,0.09673736279057976,600.0,0.9375,0.06453852113757116,False,False,False,False,False,False,False,False,False,False,False,False,False,retained,0.3870157717084681,0.36852028649569846,0.3777978221052867,0.01849548521276967,0.048956039793197244,above_spot,31_to_90_days,moderate_spread,0.32858405695180615,0.31846399889313604,0.3236352372117414,0.0050056325174383035,0.0051894784140026715,0.005096130828895268,17.65751282248508,17.190074498664096,17.430248579463825,-142.2561603068482,-133.9662733350742,-138.13507690553573,67.46590826656684,66.60116935252476,67.04968829601762,0.010120058058670112,0.00018384589656436807,0.8647389140420785,8.289886971773996,0.4674383238209856
SPY,2026-07-19,put,2026-06-14T16:00:00+00:00,sample,SPY20260719P00640000,2026-06-14T16:00:00+00:00,640.0,54.0,51.62,56.38,0.0,0.0,420,2380,0.2352,True,REGULAR,USD,54.0,4.760000000000005,0.08814814814814824,2026-07-19 23:59:59+00:00,2026-06-14 16:00:00+00:00,35.333321759259256,0.09673736279057976,600.0,0.9375,0.06453852113757116,False,False,False,False,False,False,False,False,False,False,False,False,False,retained,0.4486700402487648,0.37916468672177384,0.4142372261595483,0.06950535352699094,0.16779118132714646,above_spot,31_to_90_days,moderate_spread,-0.6424365167485095,-0.6756192977760077,-0.6578021185635116,0.0044576758642478525,0.005082569224587443,0.004751553217265372,-42.74262109317098,-44.208160093215376,-43.40424289927868,-143.8496063434294,-113.24632496259511,-128.8122928321037,69.65179306908834,67.11319736202854,68.54589748574925,0.033182781027498165,0.0006248933603395903,2.538595707059798,30.60328138083429,1.4655390000443944
SPY,2026-07-19,call,2026-06-14T16:00:00+00:00,sample,SPY20260719C00660000,2026-06-14T16:00:00+00:00,660.0,12.0,11.31,12.69,0.0,0.0,340,2220,0.2567,False,REGULAR,USD,12.0,1.379999999999999,0.11499999999999992,2026-07-19 23:59:59+00:00,2026-06-14 16:00:00+00:00,35.333321759259256,0.09673736279057976,600.0,0.9090909090909091,0.09531017980432493,False,False,False,False,False,False,False,False,False,False,False,False,False,retained,0.43598007421569157,0.41342572770968267,0.4247740213968736,0.022554346506008904,0.053097283190338976,above_spot,31_to_90_days,wide_spread,0.27207998106390274,0.2588709652752873,0.2656355509475594,0.004079529405951015,0.004194808579918163,0.004137050107465873,14.564582767917443,13.931397117004659,14.257281263802545,-145.59996085203775,-134.8169344783209,-140.25809550245802,61.94032123514473,60.395751785577936,61.19916173612131,0.013209015788615441,0.00011527917396714823,1.5445694495667937,10.783026373716865,0.6331856509127842
SPY,2026-07-19,put,2026-06-14T16:00:00+00:00,sample,SPY20260719P00660000,2026-06-14T16:00:00+00:00,660.0,72.0,67.83,76.17,0.0,0.0,0,0,0.2567,True,REGULAR,USD,72.0,8.340000000000003,0.11583333333333339,2026-07-19 23:59:59+00:00,2026-06-14 16:00:00+00:00,35.333321759259256,0.09673736279057976,600.0,0.9090909090909091,0.09531017980432493,False,False,False,False,False,False,False,False,False,False,False,True,True,low liquidity,,,,,,above_spot,31_to_90_days,low_activity,,,,,,,,,,,,,,,,,,,,
SPY,2026-09-18,call,2026-06-14T16:00:00+00:00,sample,SPY20260918C00540000,2026-06-14T16:00:00+00:00,540.0,78.6,73.69,83.51,0.0,0.0,420,2420,0.2738,True,REGULAR,USD,78.6,9.820000000000007,0.12493638676844794,2026-09-18 23:59:59+00:00,2026-06-14 16:00:00+00:00,96.33332175925926,0.26374626080563796,600.0,1.1111111111111112,-0.10536051565782628,False,False,False,False,False,False,False,False,False,False,False,False,False,retained,0.3703344280024151,0.2598258740686309,0.3175788703770209,0.11050855393378423,0.34797199764137804,far_below_spot,91_to_180_days,wide_spread,0.759451921097007,0.8252017386741094,0.7858878420351183,0.0027276244073143776,0.0032173369874760036,0.0029786875832605504,98.15611242701402,111.15086199843996,103.6345317772592,-82.2221259005714,-55.95337901535357,-69.79282260568189,95.91078993373915,79.37207987283718,89.81841081113312,0.06574981757710241,0.000489712580161626,16.538710060901977,26.26874688521783,12.994749571425942
